Version,Date,Description of Change,_page,Caution: ALWAYS CONNECT JETSON ORIN NANO and ALL EXTERNAL PERIPHERAL,Note: The developer kit carrier board has been modified to only support 5V to the module.,Pin #,Connector Pin,Associated Module Pin,Module,Module Pin Name,Type/Dir,Module Pin Name (see Note 1 and 2),Usage/Description,Module Pin #,N > >,otes:,Module Pin,Module Pin.1,Module.1,Notes:,Type/Dir.1,Header Pin #,SoC Pin Name,Pin Drive,Pin,Type/Dir Default,Associated Module Pin Name,Power Rails,Usage,(V),Power Supply or Gate,Source,Enable,Max Current (A),Connector
,,,19,,,,,,–,,–,,,,,,,Unused (Key),Unused,,,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,63,,,,64,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,65,,,,66,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,67,,,,68,,,,,,,,,,,,,,
,,,19,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,69,,,,70,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,71,,,,72,,,,,,,,,,,,,,
,,,19,,,,,,–,,–,,,,,,73,Ground,Ground,,74,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,
,,,19,,,,,,,,,,,,,,"Note: In the Type/Dir column, Output is to M.2 module. Input is from M.2 Module. Bidir is for bidirectional signals.",,,,,,,,,,,,,,,,,,
,,,20,,,,,,Name,,Pin #,,,,,,Pin #,Usage/Description,Default,,Pin #,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Ground,Ground,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,5,,,,6,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,7,,,,8,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,9,Ground,Ground,,10,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,11,,,,12,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,13,,,,14,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,15,Ground,Ground,,16,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,17,,,,18,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,19,,,,20,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,21,Ground,Ground,,22,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,23,,,,24,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,25,,,,26,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,27,Ground,Ground,,28,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_RX1_N,,58,,,,,,29,PCIe IF #2 Lane 1 Receive,Input,,30,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_RX1_P,,60,,,,,,31,,,,32,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,33,Ground,Ground,,34,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_TX1_N,,64,,,,,,35,PCIe IF #2 Lane 1 Transmit,Output,,36,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_TX1_P,,66,,,,,,37,,,,38,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,39,Ground,Ground,,40,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_RX0_N,,40,,,,,,41,PCIe IF #2 Lane 0 Receive,Input,,42,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_RX0_P,,42,,,,,,43,,,,44,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,45,Ground,Ground,,46,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_TX0_N,,46,,,,,,47,PCIe IF #2 Lane 0 Transmit,Output,,48,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_TX0_P,,48,,,,,,49,,,,50,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,51,,,,52,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,,Ground,Ground,,,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_CLK_N,,52,,,,,,53,PCIe IF #2 Reference Clock,Output,,54,,,,,,,,,,,,,,
,,,20,,,,,,PCIE2_CLK_P,,54,,,,,,55,,,,56,,,,,,,,,,,,,,
,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,57,Ground,Ground,,58,,,,,,,,,,,,,,
,,,20,,,,,,–,,–,,,,,,59,Unused (Key),Unused,,60,,,,,,,,,,,,,,
,,,21,,,,,,Name,,Pin #,,,,,,Pin #,Usage/Description,Default,,Pin #,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,61,,,,62,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,63,,,,64,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,65,,,,66,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,67,,,,68,,,,,,,,,,,,,,
,,,21,,,,,,–,,–,,,,,,,Unused,Unused,,,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,69,,,,70,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,71,,,,72,,,,,,,,,,,,,,
,,,21,,,,,,–,,–,,,,,,73,Ground,Ground,,74,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,Notes:,,,,,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,1. PCIe 2 module pin names are using the Orin NX and Orin Nano function names.,,,,,,,,,,,,,,,,,,
,,,21,,,,,,,,,,,,,,"2. In the Type/Dir column, Output is to M.2 module. Input is from M.2 Module. Bidir is for bidirectional signals.",,,,,,,,,,,,,,,,,,
,,,23,,,,,,Name,,,,,,,,Pin #,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,1,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CAM_I2C_SDA,,,,,,,,2,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CAM_I2C_SCL,,,,,,,,3,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,4,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CAM0_MCLK,,,,,,,,5,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CAM0_PWDN,,,,,,,,6,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,7,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI0_D1_P,,,,,,,,8,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI0_D1_N,,,,,,,,9,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,10,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI0_D0_P,,,,,,,,11,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI0_D0_N,,,,,,,,12,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,13,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_CLK_P,,,,,,,,14,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_CLK_N,,,,,,,,15,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,16,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_D1_P,,,,,,,,17,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_D1_N,,,,,,,,18,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,19,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_D0_P,,,,,,,,20,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CSI1_D0_N,,,,,,,,21,,,,,,,,,,,,,,,,,,
,,,23,,,,,,–,,,,,,,,22,,,,,,,,,,,,,,,,,,
,,,23,,,,,,,,,,,,,,"Note: In the Type/Dir column, Output is to camera module. Input is from camera module. Bidir is for bidirectional",,,,,,,,,,,,,,,,,,
,,,23,,,,,,,,,,,,,,signals.,,,,,,,,,,,,,,,,,,
,,,24,,,,,,,,,,,,,,Pin #,,,,,,,,,,,,,,,,,,
,,,24,,,,,,Name,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,1,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CAM_I2C_SDA,,,,,,,,2,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CAM_I2C_SCL,,,,,,,,3,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,4,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CAM1_MCLK,,,,,,,,5,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CAM1_PWDN,,,,,,,,6,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,7,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI3_D1_P,,,,,,,,8,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI3_D1_N,,,,,,,,9,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,10,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI3_D0_P,,,,,,,,11,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI3_D0_N,,,,,,,,12,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,13,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_CLK_P,,,,,,,,14,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_CLK_N,,,,,,,,15,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,16,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_D1_P,,,,,,,,17,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_D1_N,,,,,,,,18,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,19,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_D0_P,,,,,,,,20,,,,,,,,,,,,,,,,,,
,,,24,,,,,,CSI2_D0_N,,,,,,,,21,,,,,,,,,,,,,,,,,,
,,,24,,,,,,–,,,,,,,,22,,,,,,,,,,,,,,,,,,
,,,24,,,,,,,,,,,,,,"Note: In the Type/Dir column, Output is to camera module. Input is from camera module. Bidir is for bidirectional",,,,,,,,,,,,,,,,,,
,,,24,,,,,,,,,,,,,,signals.,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,Module Pin,Module,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,Name,Pin #,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,1,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,3,I2C1_SDA,191,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,4,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,5,I2C1_SCL,189,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,6,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,7,GPIO09,211,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,8,UART1_TXD,203,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,9,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,10,UART1_RXD,205,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,11,UART1_RTS*,207,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,12,I2S0_SCLK,199,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,13,SPI1_SCK,106,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,14,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,15,GPIO12,218,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,16,SPI1_CSI1*,112,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,17,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,18,SPI1_CSI0*,110,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,19,SPI0_MOSI,89,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,20,–,–,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,21,SPI0_MISO,93,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,22,SPI1_MISO,108,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,23,SPI0_SCK,91,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,24,SPI0_CS0*,95,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,,Module,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,,Pin #,,,,,,,,,,,,
,,,27,,,,,,,–,,,,,,,,,,,,25,–,–,,,,,,,,,,,
,,,27,,,,,,,SPI0_CS1*,,,,,,,,,,,,26,97,GP51_SPI1_CS1 _N,,,,,,,,,,,
,,,27,,,,,,,I2C0_SDA,,,,,,,,,,,,27,187,GP14_I2C2_DAT,,,,,,,,,,,
,,,27,,,,,,,I2C0_SCL,,,,,,,,,,,,28,185,GP13_I2C2_CLK,,,,,,,,,,,
,,,27,,,,,,,GPIO01,,,,,,,,,,,,29,118,GP65,,,,,,,,,,,
,,,27,,,,,,,–,,,,,,,,,,,,30,–,–,,,,,,,,,,,
,,,27,,,,,,,GPIO11,,,,,,,,,,,,31,216,GP66,,,,,,,,,,,
,,,27,,,,,,,GPIO07,,,,,,,,,,,,32,206,GP113_PWM7,,,,,,,,,,,
,,,27,,,,,,,GPIO13,,,,,,,,,,,,33,228,GP115,,,,,,,,,,,
,,,27,,,,,,,–,,,,,,,,,,,,34,–,–,,,,,,,,,,,
,,,27,,,,,,,I2S0_FS,,,,,,,,,,,,35,197,GP125,,,,,,,,,,,
,,,27,,,,,,,UART1_CTS*,,,,,,,,,,,,36,209,GP73_UART1_ CTS_N,,,,,,,,,,,
,,,27,,,,,,,SPI1_MOSI,,,,,,,,,,,,37,104,GP38_SPI3_MO SI,,,,,,,,,,,
,,,27,,,,,,,I2S0_DIN,,,,,,,,,,,,38,195,GP124,,,,,,,,,,,
,,,27,,,,,,,–,,,,,,,,,,,,39,–,–,,,,,,,,,,,
,,,27,,,,,,,I2S0_DOUT,,,,,,,,,,,,40,193,GP123,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,Notes:,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,1. This is current capability per power pin.,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,2. These pins are connected to the SoC directly. They are open-drain (either pulled up or driven low by the SoC when configured as outputs). The max,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,drive that meets the data sheet VOL is ±2 mA.,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,"3. These pins connect to TI TXB0108 level translators. Due to the design of these devices, the output drivers are very weak, so they can be overdriven",,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,by another connected device output for bidirectional support.,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,"4. In the Type/Dir column, output is to expansion header. Input is from expansion header. Bidir is for bidirectional signals. Where two directions are",,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,"shown, the first is for the primary function (mostly GPIOs) and the second is for the alternate function.",,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,"5. Where the signal direction is input or output in this table (Table 3-3), this matches the typical special function usage (for example, SPI, I2S, and so",,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,on). The direction is bidirectional if these are configured as GPIOs.,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,6. All signals on the 40-pin header are 3.3V levels.,,,,,,,,,,,,,
,,,28,,,,,,Module Pin Name,,Pin #,,,,,,,,,,,,,,#,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,1,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,2,,,,,,,,,,
,,,28,,,,,,UART2_RXD (DEBUG),,238,,,,,,,,,,,,,,3,,,,,,,,,,
,,,28,,,,,,UART2_TXD (DEBUG),,236,,,,,,,,,,,,,,4,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,5,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,6,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,7,,,,,,,,,,
,,,28,,,,,,SYS_RESET*,,239,,,,,,,,,,,,,,8,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,9,,,,,,,,,,
,,,28,,,,,,FORCE_RECOVERY*,,214,,,,,,,,,,,,,,10,,,,,,,,,,
,,,28,,,,,,–,,–,,,,,,,,,,,,,,11,,,,,,,,,,
,,,28,,,,,,SLEEP/WAKE*,,240,,,,,,,,,,,,,,12,,,,,,,,,,
,,,28,,,,,,,,,,,,,,,,,,,,,,"Note: In the Type/Dir column, Output is to button header. Input is from button header. Bidir is for bidirectional",,,,,,,,,,
,,,28,,,,,,,,,,,,,,,,,,,,,,signals.,,,,,,,,,,
,,,29,,,1,,,,CAN_TX,,,CAN Bus transmit,145,,,,,,,,,,,,"Output, 3.3V",,,,,,,,,
,,,29,,,2,,,,CAN_RX,,,CAN Bus receive,143,,,,,,,,,,,,"Input, 3.3V",,,,,,,,,
,,,29,,,3,,,,–,,,Ground,–,,,,,,,,,,,,Ground,,,,,,,,,
,,,29,,,4,,,,–,,,Main 3.3V Supply,–,,,,,,,,,,,,Power,,,,,,,,,
,,,29,,,"Note: In the Type/Dir column, Output is to CAN connector. Input is from CAN connector. Bidir is for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,,bidirectional signals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,,1,,,,–,,,Ground,–,,,,,,,,,,,,Ground,,,,,,,,,
,,,29,,,2,,,,–,,,Main 5.0V Supply,–,,,,,,,,,,,,Power,,,,,,,,,
,,,29,,,3,,,,GPIO08,,,Fan Tachometer signal,208,,,,,,,,,,,,"Input, 5V",,,,,,,,,
,,,29,,,4,,,,GPIO14,,,Fan Pulse Width Modulation signal,230,,,,,,,,,,,,"Output, 5V",,,,,,,,,
,,,29,,,"Note: In the Type/Dir column, Output is to fan connector. Input is from fan connector. Bidir is for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,,bidirectional signals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30,,,,,,,,,,Pin #,,,,,,,,,,,,,,Pin #,,,,,,,,
,,,30,,,,,,PM IC_BBAT,,,,235,,,,,,,,,,,,,,,,,,,,,,
,,,30,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,,30,,,,,,–,,,,–,,,,,,,,,,,,,,2,,,,,,,,
,,,31,,,1,,,,–,,,Main DC input supplying DC jack input (9-20 V),–,,,,,,,,,,,,Power,,,,,,,,,
,,,31,,,2,,,,–,,,Ground,–,,,,,,,,,,,,Ground,,,,,,,,,
,,,31,,,3,,,,–,,,Ground,–,,,,,,,,,,,,Ground,,,,,,,,,
,,,31,,,1,,,,–,,,Ethernet RG45 connector PoE VC1 power,–,,,,,,,,,,,,Power,,,,,,,,,
,,,31,,,2,,,,–,,,Ethernet RG45 connector PoE VC2 power,–,,,,,,,,,,,,Power,,,,,,,,,
,,,31,,,3,,,,–,,,Ethernet RG45 connector PoE VC3 power,–,,,,,,,,,,,,Power,,,,,,,,,
,,,31,,,4,,,,–,,,Ethernet RG45 connector PoE VC4 power,–,,,,,,,,,,,,Power,,,,,,,,,
,,,32,,,1,,,,–,,,Main DC input supplying DC jack input (9 V-20 V).,–,,,,,,,,,,,,Power,,,,,,,,,
,,,32,,,,,,,,,,3 A max.,,,,,,,,,,,,,,,,,,,,,,
,,,32,,,2,,,,–,,,Ground,–,,,,,,,,,,,,Ground,,,,,,,,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,DC_IN,Main power input from DC Adapter,19.5,AONR21357025 Power mux,DC Adapter,,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_5V_SYS,Main 5.0V supply,5.0,GS9230NVTQ-R,VDD_CVB (DC_IN after Power FET),VDD_CVB,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_3V3_SYS,Main 3.3V supply,3.3,GS9230NVTQ-R,VDD_CVB,SYS_RESET_IN*,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,3V3_AO,Button MCU,3.3,GS7116S5-ADJ-R LDO,VDD_5V_SYS,VDD_5V_SYS regulator power good,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_1V8,Main 1.8V supply,1.8,AP2127K-1.8TRG1,VDD_3V3_SYS,3.3V_IO_PG,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_AV10_HUB,USB hub,1.1,GS7303ACTD-R,VDD_5V_SYS,VDD_3V3_SYS regulator power good,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,USBC_VBUS,5V VBUS for USB Type C connector,5.0,AP22811AW5-7,VDD_5V_SYS,ID from USB Type C CC controller,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,USB_VBUS_A,5V VBUS for dual stacked 3.0 Type A connector,5.0,AP22811AW5-7 Load Switch,VDD_5V_SYS,From USB Hub,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,USB_VBUS_B,5V VBUS for dual stacked 3.0 Type A connector,5.0,AP22811AW5-7 Load Switch,VDD_5V_SYS,From USB Hub,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_3V3_DP,3.3V rail for DP connector,5.0,GS7612S5MC-R Load Switch,VDD_3V3_SYS,VDD_3V3_SYS regulator power good,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,DCJ_IN,Main power input from DC Adapter,19.0,,,,4.2,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_5V_SYS,Main 5.0V supply,5.0,,,,7.8,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_3V3_SYS,Main 3.3V supply,3.3,,,,5.4,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,VDD_1V8,Main 1.8V supply,1.8,,,,0.0002,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,3V3_AO,3.3V Always-on supply,3.3,,,,0.200,
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,VDD_5V_SYS,,5.0,,,,5.0,SO-DIMM (VDD_IN)
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,40-pin header
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,Fan connector
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,VDD_3V3_DP,,,,,,0.5,DP connector
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,USBC_VBUS,,,,,,0.5,USB Type C
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,USB_VBUS_A/B,,,,,,0.5,USB 3.2 type A (x4)
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,VDD_3V3_SYS,,3.3,,,,0.1,40-pin header
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,M.2 Key E socket
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,M.2 Key M sockets (x2)
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,Camera connectors (x2)
